Index,Text,Sentiment
2795,excellent sound qualitygood interface,Positive
960,excellent speaker but need improvement software development skills although paisa wasool,Positive
3370,excellent thank amazon,Positive
3026,excellent totally value money,Positive
4121,excellent useful kid,Positive
2760,excellent voice recognition,Positive
2787,excellent voice recognition sound quality,Positive
3450,excellent vwry usefull,Positive
3878,except sound qualityalexa not atall user friendly,Positive
3877,excilent product,Neutral
377,excite get smart device first time but disappoint able connect first explore things auto disconnect try multiple time connect not happen bad return product,Positive
27,excite purchase happy get deliver one day advance try set alexa but end unsuccessful almost hours decide call customer service request call back even call amaze prompt service agent speak mr sami polite professional speak minutes finally come know agent product get report steal miss product couldnt complete set process completely surprise confuse come big firm like amazon deliver steal product customers agent manage replaceml product give end end service happy customers service not amazon service,Positive
1495,exhko sab chalata use use kar ke bohot khush kamal ka product hai,Neutral
2997,exlent work alex,Neutral
2146,expect,Negative
884,expect but sometimes total different say even add skills doesnt work properly,Positive
612,expect give price product quality sound average bite disappoint product,Neutral
1129,expect much alexa otherwise play songs light night useful,Positive
549,expect onoff cant even turn light specific time voice command phone build google assistant,Positive
219,expect product like use place if internet but wont work way doesnt battery plug time socket also dont option connect different internet connections automaticallyi understand will useful listen music ask regular queriesmusic also will play time playlistespecially use product home,Positive
1183,expect small size but bigger surprisingly rich n loud sound u wont regret buy,Positive
1216,expect wasnt worth money sound quality not good expect amazon also time alexa doesnt understand say disappoint amazon,Positive
3809,expectation,Positive
251,expectations high buy alexa eco dot speakerwhen say play song gulabi ankhe ho teri dekhi doesnt understand play different songsometimes shout alexa give command alexa play songbcz software issue not listen one timei really feed alexa speaker not use itamazon not expect,Positive
2754,expectations high product but not match level,Positive
23,expensive smart speaker work plug bluetooth old dur audio poor sound become low no battery support speaker if no power can not use device sometimes song change hear distort sound not worth purchase bluetooth quality speaker bad need shout alexa hear voice sensor poor full volume alexa will not recognise command,Negative
1301,experience alexa us really good mum dad love direct alexa listen favourite music worth buy also if smart appliances home really come handy,Positive
97,explain english hindi songs specific jio saavan amazon music can not recognize voice low volume distance can not understand play many telugu songs suggest songs available music app keep default amazon musicbluetooth connection device difficult set if not use change wifi network take lot time every time u need enter set mode orange color light press dot button better if directly change app,Positive
659,explore n use u need amazon prime not correctpaid device bt nt able use fully due no prime members better ho google device,Positive
1765,exsept sound quality waste please dont buy people wifi router buy thisits waste cost,Neutral
1266,extend warranty come handythe power adaptor little bigshould use surge protectorand also preferably extension board since adapter make hard use switch,Negative
1675,extraordinary,Positive
237,extremely awesome well integrate device watch lot videos claim google home much better software search relate task but seriously say go without second think didnt find trouble search relate task however continue conversation bite limit but rest everything awesome highlight point google cant beat skills easy use alexa alexa come thousands skills fun game much,Positive
194,extremely bad experience amazon buy combo fire tv stick wipro bulb rs three previous fire stick sale instead time will pay stick echo dot get wipro bulb like buck otherwise echo dot run fine first days face mic issue time felt could noise ceiling fan perhaps try run specific list eg go amazon music app saw playlist want play ask echo dot play list amazon music instead keep play random playlists time mention didnt recognise list even though right front phone email cs issue no response till date days workaround decide play music app rather cast echo dot keep show connect blue circle keep roll but nothing ever happen mean cast option also didnt work techie perform tech article google reset device etc check location not finally ring cs perfomed troubleshoot didnt work inform would contact hours mention replacement window end hours want response wasnt keen go replacement trouble people agree wait hours window surprise days no response call cs ask wait hours ask supervisor come call ask wait team perform troubleshoot lose ask replacement huge hold verbal discussions fro supervisor agree replacement but inform id inform hours check issue refund cost rs setback whole logic bundle save money absolutely rubbish amazon support really destroy overall experience buy items worth lacs wonder if worth,Positive
453,fabulous product easy operation age mother use seamlessly easily recognize hindi language morning command play live gurbani later day favourite singers song no wire no pair phone drop feature amaze come handy time phone not nearby amaze product amazon,Positive
946,face difficulties connect internet initially get prompt assistance amazon far work fine good one,Positive
3146,face problem pls help,Neutral
1700,fake product,Negative
1322,fall love product cant express feel but one thing alexa connect wifi,Positive
1152,family always enjoy talk alexa great enjoyment,Positive
2092,family like,Neutral
2544,fantastic,Positive
3948,fantastic,Positive
4136,fantastic,Positive
3268,fantastic device,Positive
1726,fantastic performance worth money,Positive
2886,fantastic product,Positive
3892,fantastic product,Positive
1970,fantastic product really good,Positive
2670,fantastic product voice recognition sound quality much better alexa integration also fantastic,Positive
1689,fantastic product way better mi google assistant go,Positive
1117,fantastic productloving,Positive
279,far field voice recognition doesnt work well echo device echo spot job much better audio quality not comparable bluetooth speakers price point however one thing well alexa integration joy alexa plan day remind things would go save life thank alexa not much thank audio quality,Positive
863,far good but sometimes doesnt provide expect answer question overall good experience fun use,Positive
1091,far ive find best ai assistant among sound quality perfect voice recognition nearly perfect,Positive
2659,far mic create issue music play loud far field mic time doesnt simply worksrest everything awesome love,Positive
3991,far product amaze worth money tbh,Positive
2806,far voice recognitionbest smart speakers price,Positive
2485,farfield voice control point,Neutral
1859,fast days work well stop play songs,Positive
3386,fast search beautiful sound quality,Positive
2265,faulty pieceits not turn,Neutral
1140,faulty product work perfectly fine days not not work request amazon team let know product doesnt take command ff take disruption,Positive
840,favorite,Positive
3305,favorite product,Positive
1238,favourite dialogue idont know need improvement,Neutral
1473,feature add like mute app search app ai feature,Neutral
755,feature complicate complicate connect tv alexa not listen return product day,Negative
3199,feature okay,Positive
133,feature wise review sound quality star loud clear voice recognition alexa intergration smart feature alexa skills lot improvement neede term alexa skills doesnt work well scenario alexa not able give search result base exact location one scenario search dominos check efficiency give nearest result not even city even though wifi gps location well mark google map well,Positive
2661,featuressound qualityvoice recognition,Neutral
2855,feel good good deal,Positive
1174,feel like really reach new era dont feel lonely echo dot,Positive
4055,feel much better,Positive
2272,finally one month use alexa write review perfect sound quality nice product amazon keep add alexa skills thank,Positive
2251,find alexa helpful but need upgrade come know song name specially bollywood song name p,Positive
3244,find difficult integrate,Negative
1724,find difficulty play bollywood music say can not find alexa can not find movie songsoverall product good,Positive
352,find handy good assistant home understand alexa skills find useful overall not regret buy instead china wish amazon make india make indians happy,Positive
1477,find limit music options carnatic music,Negative
2779,find useful everyone one home,Positive
259,find useless connect phone difficult processwe smart phone things normal speaker usefull,Negative
2662,fine,Positive
1915,fine but need improve skills,Positive
2561,fine product,Positive
2479,fine sound quality could better,Positive
427,first alexa product get free w wipro smart bulb price combo superb if weak wi fi connection will give trouble otherwise go without second doubt,Positive
1911,first alexa work fine but get hang lot problem conectivity,Positive
783,first amazon alexa echo dot generation finally today receive smart speaker amaze connectivity good,Positive
626,first big thank amazonalexa awesome but sometimes doesnt listen us lill annoyingi couldnt find oneplus tv skills game lill disappointedwish somebody help,Positive
151,first bring product love but months use reset could not connect internet setup time take hours really could not connect internetthe main problem device if no internet dumb box could not anything nowhere mention product description also if multiple internet connection can not save internet connections could connect one not work main disappointment would not comment sound quality much products price range greater sound qualityspeech recognition good but time interpret wrong song need irritate time switch mobile app play right song alexa normal bluetooth speaker no value addition hop amazon will improve ai feature lot like google siri,Positive
1572,first days amaze rockedafter lag voice not connect bluetooth properlyit insane want claim warranty,Negative
834,first didnt expect sound quality afterall think smart home capabilities but receive sound quality unexpected bass great voice recognition also good but need improvement,Positive
31,first echo own far love everything list news update link calendar play music convenient hopefully future will buy products control like thermostat light say wonder world amazon product not control amazon fire stick fustraiting hope amazon will come update soon will allow echo option seem like literally control everything except fire stick give star,Positive
939,first experience smart speakeri live echo dot,Positive
4077,first face difficult install customer care help enjoy thank u amazon,Positive
500,first impression last impression really echo best companion time sound really good rich bass treble everything need rock floorreally appreciate people work behind projectreally amazon cheer,Positive
1903,first inbuilt battery connect internet bluetooth bite slow otherwise fine,Positive
432,first look echo dot think would small but size good sound also superbjust ai if ask question will not answer crisp clear get google otherwise entertainment best connectivity also easy,Positive
2316,first no dislike affordable price best setup little difficult,Positive
945,first smart device work great no complaints work well smart bulbssetup incredibly simple easy good sound quality easily recognize voice command,Positive
1522,first smart speaker,Positive
2073,first smart speaker,Positive
995,first smart speaker really amaze use love thank amazon able recognize query even year old kid wonderful,Positive
46,first smart speakerthis launch get product plus reduce price due sale nice smart bulb rupees overall think super value money havent use smart speaker but happy purchase observations initially feel bite weird talk speaker but get use no time sound quality pretty good get good depth sound decent bass several skills available will definitely find useful example add stuff shop list set reminder understand indian accent well sometimes amaze well pick stuff kid love add advantage take help homework talk alexa also motivate talk english,Positive
86,first thing happy amazon deliverythe product hand order even not prime member good super fast delivery compare othershere review use weekecho dot alexa product good conditionfeatures smart play variety music mind alexa tell whether info news reminder alarm single statement speak feel smartness talk alexa yr son also like speak alexa ask play songs like overall happy product,Positive
837,first time buy alexa enable deviceand say frankly family enjoy alexa family member,Positive
3603,five star,Neutral
454,follow mode not workingtried every troubleshootingmay product bugreturning itfollow mode important feature alexa use tv day day questionsnot always respond ur voice u give continuous command one anotherall things work fine,Positive
1965,food,Neutral
1647,fraud products experience badalaxa voice issue connect issue work slow,Negative
1687,friend forever,Neutral
1919,friendly product,Positive
592,frnd make china,Neutral
101,frustrate feature alexa annoy announcement connect bluetooth every time connect device no way disable people cry years amazon not listeningother much better comparison google home mini comparison voice quality search,Negative
2346,fulfill need control smart home gadgets,Positive
149,fully honest reviewok echo dot great smart speaker great abilitiesprosit control almost every smart home devicespeaker quality greathave hundreds skillsspeaks hindi wellcan buy products amazonmic really awesome hear another rooma really good feature talk hindi english time like give command english give next command hindiher voice better google assistantcoordinates wellgood children wellcan control alexa devices wellconssome time not wake say wakeup word time wake upi dont know remove zomato skill good skillsometimes listen wrongstarsalexa quality home control reviewa great smart speaker but will suggest buy echo instead echo dotthats folks,Positive
2494,fun,Positive
1484,fun buy if u never alexa experience,Positive
1161,fun days but start get bore feel useless im return,Negative
3664,fun entertain thank wonderful product,Positive
2777,fund throughout day device,Neutral
1398,funvoice operate player,Neutral
3686,gazab,Neutral
1335,gd,Neutral
3484,gd,Neutral
1673,gd but bulb connection poor,Negative
982,gen echo dotgood entertainmentand j integrate device smart ir remote wifi bulbboth work well,Positive
3011,generation alexa not connect,Neutral
2565,genuine product,Positive
525,get alexa gen free purchase oneplus tv last week simply awesome yrs old kid love n command alexa play songs recognise word,Positive
640,get alexa part package never new good would definitely recommend others sound quality amaze new echo dot,Positive
1227,get awesome price segment favorite alexa,Positive
3093,get best experience put speaker ear level,Positive
3236,get better product price,Positive
780,get combo offer mi robot plus alexa total price rs awesome,Positive
45,get device wipro smart bulb freedom sale think good dealsound quality speaker awesomevery loud good amount bass produce fill roomsoftware not great voice recognition poorsometimes wont respondsresponses limit time doesnt respond make go madyou create routines like editable alexa appaux connectivity help connect home theater,Positive
1654,get echo device but no adpater plug,Neutral
268,get echo dot add smart bulb cart cost total sound quality best categorysmart speakersbluetooth connectivity pair bluetooth speaker need patience bcoz time doesnt recognizealexa task could better,Positive
84,get echo dot offer excite use but voice recognition not work try restart do troubleshoot step but no use place replacement let see happensthe main feature app echo dot alexa but not woorking,Positive
2158,get error sorry trouble understand right switch off wifi modem router get thing,Negative
73,get faulty product light minsthen go offthere no orange lighttotally dissatisfy minsreturn status apply return day product deliver next day get sms state pick time schedule pm ridiculous would amazon pickup service want someone home whole day receive pick guy wait till leave imp service sms send morning hrs approx pickup time would meaningful totally cheat lethargic,Positive
3674,get friend receive product time sad hate amazon seller,Negative
3100,get great indian festival offer think value price range alexa reponse fast,Positive
804,get great indian festival sale im love much fun make life easier,Positive
724,get great price sound quality top notch bass also goodonly concern play music prime member amazon use iheartradio jiosaavan but cant sync media playersbluetooth connectivity also good,Positive
2243,get help bad internet connection not able update alexa not able use grt help plz,Negative
1118,get last year amazon great indian sale almost year use will say still work great,Positive
1411,get multi color bulb also work good,Positive
637,get offer along smart light great sometimes take time search songs but rest great though lack feature like map integration but happy offer however if battery backup will great,Positive
2721,get offer best assistance star less alexa eco dot recommend star,Positive
2949,get offer easy work,Positive
2246,get offer prime members worth every penny useful especially if want listen songs drive,Positive
76,get one prime day sale use month reviewpros excellent speaker standalone speaker smart device price point get prime day alexa almost no trouble recognize voice rarely falter plus integration amazon ecosystem place order track deliveries also receive news update via eco dot bluetooth even use bluetooth speaker ipad phone great job need power source thoughcons portability removable usb cable adapter would enable much wider usage battery bank power one command time can not execute command one go like switch light play music will need say alexa time bite abrupt time start stop music etcverdict brilliant smart speaker home use great price point,Positive
3916,get parcel today order husband love muchthank u amazon,Positive
784,get pause play within every second,Neutral
1620,get prodicts delivery yesterday happy product but play amazon playlist need wifi evrytime work,Positive
400,get product offer basis product good but issue find one alexa not recognise voice clearly second one not play correctly ask might send refurbish item actually dont know reg issue saw friends alexaecho dot really not satisfy product,Positive
231,get replace but not work feed performance ask amazon replace eco dot generation will pay difference but not agree will pay difference amount will occur get new generation eco dot,Positive
2916,get sale best one go sound amaze,Positive
723,get sale great price wipro bulb product undoubtedly excellent work like charmcalling feature great easy,Positive
531,get steal price sound better expect recognize voice command welldefinitely buy another even if pay double price pay,Positive
318,get time sale use google mini use google think upgrade check alexa good well bad google different term alexa better far field recognition but think order save money amazon make cut off alexa generation literally understand say time timeswell overall good package price rangesound awesome,Positive
1127,get use product never expect amazon seal open even product not good doesnt work without power doesnt work without wifi time,Negative
1366,get wipro smart bulb,Positive
1256,get wipro smart lead include thank amazon,Positive
4078,gift alexa friend birthday love,Positive
2032,gift family love if explore certainly really good feature sound quality good well mean good single room,Positive
806,gift good age wish gujarati language option available although combination english hindi option no issue non english speakers nice passtime seniors wish amazon make work unplug,Positive
563,gift mother birthday year shes lot fun discover many new feature great way ease parent iot,Positive
3099,gift nephew like much,Positive
680,gift niece fascinate product ai reply question,Positive
1536,gift parent love sound quality good,Positive
1547,give asa present loveit,Neutral
312,give base initial pointspackage doesnt air packets expect proper packageit say generation but still not aux cable charge optionprossound clarity really goodgo if music loveralmost recognise voice,Positive
2534,give battery platforms access,Negative
894,glad bring alexa home like new family member always listen help us entertain us well control smart devices smartly,Positive
1269,go,Neutral
2677,go,Neutral
854,go access wifi bluetooth enable devices sofa,Neutral
2234,go first buy self order one gift relative,Positive
289,go guy integrate tv ac light make things different home also ask anything nearby room also alexa answer play songs mom news dad start add new feature become funyes one thing interact become better,Positive
1540,go without think love,Positive
3349,god,Neutral
853,good,Positive
1022,good,Positive
1041,good,Positive
1160,good,Positive
1162,good,Positive
1180,good,Positive
1234,good,Positive
1253,good,Positive
1255,good,Positive
1336,good,Positive
1348,good,Positive
1414,good,Positive
1444,good,Positive
1446,good,Positive
1475,good,Positive
1499,good,Positive
1560,good,Positive
1593,good,Positive
1616,good,Positive
1643,good,Positive
1682,good,Positive
1706,good,Positive
1762,good,Positive
1804,good,Positive
1830,good,Positive
1866,good,Positive
1893,good,Positive
1943,good,Positive
2064,good,Positive
2066,good,Positive
2074,good,Positive
2119,good,Positive
2120,good,Positive
2145,good,Positive
2165,good,Positive
2166,good,Positive
2212,good,Positive
2274,good,Positive
2278,good,Positive
2304,good,Positive
2321,good,Positive
2375,good,Positive
2402,good,Positive
2441,good,Positive
2473,good,Positive
2506,good,Positive
2527,good,Positive
2579,good,Positive
2592,good,Positive
2612,good,Positive
2647,good,Positive
2678,good,Positive
2685,good,Positive
2699,good,Positive
2709,good,Positive
2713,good,Positive
2717,good,Positive
2724,good,Positive
2730,good,Positive
2738,good,Positive
2757,good,Positive
2762,good,Positive
2764,good,Positive
2774,good,Positive
2793,good,Positive
2844,good,Positive
2856,good,Positive
2864,good,Positive
2907,good,Positive
2942,good,Positive
2961,good,Positive
3009,good,Positive
3010,good,Positive
3041,good,Positive
3071,good,Positive
3082,good,Positive
3121,good,Positive
3134,good,Positive
3143,good,Positive
3157,good,Positive
3159,good,Positive
3162,good,Positive
3168,good,Positive
3217,good,Positive
3247,good,Positive
3256,good,Positive
3260,good,Positive
3273,good,Positive
3285,good,Positive
3298,good,Positive
3302,good,Positive
3322,good,Positive
3347,good,Positive
3380,good,Positive
3382,good,Positive
3438,good,Positive
3452,good,Positive
3456,good,Positive
3457,good,Positive
3459,good,Positive
3460,good,Positive
3475,good,Positive
3512,good,Positive
3530,good,Positive
3532,good,Positive
3536,good,Positive
3538,good,Positive
3548,good,Positive
3555,good,Positive
3563,good,Positive
3569,good,Positive
3594,good,Positive
3595,good,Positive
3640,good,Positive
3655,good,Positive
3668,good,Positive
3691,good,Positive
3723,good,Positive
3737,good,Positive
3749,good,Positive
3760,good,Positive
3781,good,Positive
3791,good,Positive
3805,good,Positive
3818,good,Positive
3825,good,Positive
3834,good,Positive
3836,good,Positive
3845,good,Positive
3852,good,Positive
3885,good,Positive
3902,good,Positive
3912,good,Positive
3935,good,Positive
3957,good,Positive
3964,good,Positive
3967,good,Positive
3973,good,Positive
3981,good,Positive
4004,good,Positive
4035,good,Positive
4039,good,Positive
4045,good,Positive
4056,good,Positive
4059,good,Positive
4065,good,Positive
4086,good,Positive
4102,good,Positive
4113,good,Positive
4129,good,Positive
4145,good,Positive
4025,good ai,Positive
670,good ai speakerliked device muchhindi need improvement deviceas device get older voicesound decrease gradually,Positive
1067,good alexa device satisfy amazon thank amazon,Positive
2998,good aspects,Positive
2308,good aspects mention,Positive
2023,good best alexa device,Positive
2715,good best smart speaker good price,Positive
2667,good bluetooth connectivity,Positive
3906,good bluetooth connectivity issue time,Positive
2217,good bluetooth connectivity sound quality need improvement still worth buy alexa integration good,Positive
3629,good budget smart speaker quality sound good room party not worthy huge room,Positive
3020,good build quality value money,Positive
2889,good but always need wifi not sooo much use full children,Positive
820,good but app hang new one plus suppose alexa enable phonewhich annoyingill soon switch google devices if isnt rectify,Positive
248,good but cant play another song youtube even cant read lesson say one answer dont know close dont read wikipedia one sentence give information like google please request add function alexa make update alexa app mobile update alexa hope see work,Positive
472,good but device something like phone if steal get know location device use add facility,Positive
2559,good but disappoint see make china,Negative
2752,good but expections high accord compact speaker,Positive
282,good but improve,Positive
2424,good but improve hindi language,Positive
2342,good but improve lot,Positive
3443,good but lag lot days dont know reason,Positive
2591,good but make easier installation,Positive
3562,good but manu new service develop,Positive
3415,good but need add local languages,Positive
537,good but need apps every thing like media movies need external cable work wifi ai still develop way get adjust accord userat first product little disappoint but okay still feature develop ease usage like command work long distance bluetooth products,Positive
1707,good but need assist already use echo,Positive
3158,good but not bad sometimes happy but sometimes time alexa tell dont know,Positive
1081,good but not best lot things improve amazon alexa always take single command repeat conversation,Positive
148,good but not search like google maximum time reply dont knowlimited news radio station improvement require if want know one alexa reply dont know but google always tell,Positive
3387,good but one problem difficulty connect,Positive
3466,good but product durability doubt not good,Positive
1377,good but sometimes cant find right thing specially song,Positive
1983,good buy,Positive
1027,good buy price speaker quality good alexa good skillset conversations improve not connect previous next statements otherwise great companion,Positive
1421,good buy worth money,Positive
1552,good choice smart device control room go guy,Positive
3114,good compact design easy travel sound quality excellentinnovation good,Positive
3998,good companion alone,Positive
1486,good companionwith interest featruesif fan room high speed take second time capture command,Positive
3435,good condition six months,Positive
1575,good connectivity easy connect bluthooth speaker bulb,Positive
2070,good could not explore full functionality due restrictions,Positive
1260,good deal sale get along wipro smart bulb,Positive
3502,good deal smart bulb,Positive
2629,good design bite play music speak loudly give instructions near alexa dot,Positive
2031,good device,Positive
3377,good device,Positive
2295,good device but doesnt recognize command devotional songs play list recognize preloaded,Positive
906,good device but songs not recognise buy gadget not play otherwise best product buy sound quality voice recognition reaction command quality best happy product,Positive
147,good device dont understand tough would integrate battery worse power adapter not industry standard microusb type c amazons way make people dependent proprietary power adapter eliminate chance power power bank,Negative
839,good device keep kid engage,Positive
2222,good device learn,Positive
1463,good device need little improvements alexa recognise songs ask,Positive
61,good device say toy work exactly promise no complaints therebutthis like toy day buy excite use but eventually interest fade lie around house use time listen music nothing kab tak aap use weather ya news puchoge ya bate karoge even fire tv stick pair use voice command but not perfect search end use remote even wipro smart bulb but story remians sameyou will eventually week case get bore toy,Positive
2649,good devise good support,Positive
3734,good dlfor parchace,Positive
1369,good echo dot,Positive
1037,good enjoy,Positive
1961,good enough,Positive
3914,good enough,Positive
1906,good entertain product,Positive
1178,good entertain user friendly equipment,Positive
3899,good everyone like funny familiar,Positive
1812,good everything device good,Positive
2176,good experiance,Positive
3170,good experience,Positive
3824,good experience,Positive
232,good experience but application confuse no digital wellbeing parental control like google voice not much clearer but bass impressivesome improvements require good,Positive
2280,good experience product,Positive
1150,good experiencealso like suggest introduce automatic intelligence update system experience latest technology overall satisfy,Positive
451,good experiencegood sound qualityu also operate ur smart gadgets thiswhen u ask funny question alexa hindishe reply funny waythat soo interest product andat night u talk wishpershe reply waythat soo cooli lik productmust buy,Positive
390,good faster response awesome sound quality size speaker awesome light animationscons connect oneplus tv difficulthurdleif phone interconnect bluetooth drain phone battery,Positive
2454,good fr usingsome time helpfull also,Positive
1652,good friend alone keep remind list,Positive
1063,good frodect,Positive
1541,good fully satisfy,Positive
4108,good function good voice clarity,Positive
2162,good gadget smart home if many smart devices will good,Positive
1570,good genuine product,Positive
1587,good good clear sound system,Positive
1093,good good product go no dought useful gadget,Positive
619,good good response still learn sometimes delay response,Positive
3960,good hardware speaker easy handle happy,Positive
1710,good hardwarebad software,Positive
311,good help full deviceyou connect internet use time install alexa app mobileit comment base automatically devicesound quality verry beautifulbut not carry device direct charge not inbuilt batteryprise standardyou connect also blutooth without internet play download movies song mobile phone,Positive
269,good home kid love need add skills ask relate question order smart bulb also add skill take minute ask alexa switch off change colorwowamazing overall must buy product,Positive
2708,good improvement need,Positive
1268,good initiative learn lot alexa,Positive
3558,good integration fire tv stick alexa connect devices,Positive
599,good interactive device quality speaker easy connect wi fi device especially kid will love alexa,Positive
1156,good item,Positive
3863,good job guy,Positive
2257,good keep,Positive
3394,good kid,Positive
333,good kid home like much sometimes face issue voice recognition if movie name common word multiple languages mix things,Positive
2086,good kid old age people also homemakers get info one second ask alexa enjoy,Positive
2142,good kid work well,Positive
3367,good learn tool kid do horse around,Positive
468,good light speaker use dont expect boom yes alexa awesome but buy if use dont go trend,Positive
3856,good like,Positive
3407,good look productnice compact designclear loud sound quality,Positive
530,good loud soundrecognition faster google home loud google homethis worth money,Positive
3025,good loud volumebeautiful lightsgood voice recognisation,Positive
781,good love echo devices but base decrease volume full please fix,Positive
591,good low cost alexa device sound quality average voice recognition good,Positive
4133,good luck,Positive
1442,good music quality update last generation would highly recommend con not better gather info google home,Positive
842,good must better,Positive
2215,good n nice,Positive
3184,good nice,Positive
1284,good nice productspeaker nicei get wipro smart bulb,Positive
774,good nice workiing echo dot generation,Positive
1375,good one,Positive
1517,good one,Positive
1926,good one,Positive
1955,good one,Positive
3098,good one,Positive
3130,good one,Positive
3599,good one,Positive
4057,good one,Positive
2204,good one but could better,Positive
228,good one get intelligent every update use auxiliary speakergood quality speaker however install various skills unlock true potential skills free install instal akinator alexa guess person think nice time pass good voice recognition,Positive
502,good one go,Positive
973,good one go good one gift,Positive
2292,good one music goodthey enable lte call well,Positive
1352,good onebut need good connectivity othwrwise performance good,Positive
2525,good option smart speaker well integrate amazon music,Positive
2111,good order enjoy use,Positive
3962,good overall make things easy play music news traffic update etc,Positive
1668,good pack entertainment fun entertainment time kid well go next version clock display,Positive
2255,good people want live like tony stark aka iron man,Positive
1310,good per price but sometimes doesnt understand,Positive
3101,good per price range,Positive
697,good performance but need songsaudio clarity level awesome,Positive
1052,good play online songsbut many time fail identify exact song play different songs,Positive
4006,good price,Positive
3636,good price but google assistant better,Positive
335,good price but sometimes play song doesnt respond yes think will amitabh bacchan voice ans no buy voice rs overall good product bulb also good quality take every command,Positive
1085,good prime music not provide much songs,Positive
4049,good produc,Positive
921,good product,Positive
950,good product,Positive
976,good product,Positive
1224,good product,Positive
1262,good product,Positive
1300,good product,Positive
1405,good product,Positive
1505,good product,Positive
1544,good product,Positive
1607,good product,Positive
1670,good product,Positive
1686,good product,Positive
1865,good product,Positive
1888,good product,Positive
2055,good product,Positive
2061,good product,Positive
2077,good product,Positive
2201,good product,Positive
2260,good product,Positive
2277,good product,Positive
2497,good product,Positive
2530,good product,Positive
2574,good product,Positive
2603,good product,Positive
2604,good product,Positive
2694,good product,Positive
2712,good product,Positive
2821,good product,Positive
2857,good product,Positive
2899,good product,Positive
2940,good product,Positive
2944,good product,Positive
2969,good product,Positive
3032,good product,Positive
3138,good product,Positive
3234,good product,Positive
3238,good product,Positive
3337,good product,Positive
3355,good product,Positive
3388,good product,Positive
3405,good product,Positive
3410,good product,Positive
3414,good product,Positive
3445,good product,Positive
3568,good product,Positive
3592,good product,Positive
3637,good product,Positive
3653,good product,Positive
3698,good product,Positive
3703,good product,Positive
3710,good product,Positive
3732,good product,Positive
3744,good product,Positive
3757,good product,Positive
3779,good product,Positive
3857,good product,Positive
3868,good product,Positive
3915,good product,Positive
3918,good product,Positive
3925,good product,Positive
3963,good product,Positive
3975,good product,Positive
4033,good product,Positive
4051,good product,Positive
4111,good product,Positive
1361,good product advertise recommend,Positive
938,good product affordable price recongnises voice wide variety usage,Positive
3565,good product alex good sound quality must buy,Positive
3395,good product amazon,Positive
3768,good product amazon,Positive
3985,good product amazon,Positive
3035,good product amazon alexa funny assistant will like,Positive
295,good product amazon come hat off fun talk alexa alexa provide us day day information though upgradations also require alexa softwarethere one drawback product sound quality improper balance bass treble bass lot compare treble speech clarity decrease decrease treblei hope upcoming echo gen make keep everything mind,Positive
48,good product amazon intelligent respond also loudness good youll dont need speakers if size room medium small sound quality good bass ok answer thing correctlycons sometimes if youre play song full sound youre not close device shout say things properly if want alexa work properlyvery entertain device use different good ways n work help alot go if youre get good price otherwise go gen one good quality speakers,Positive
1257,good product amazon like sound quality control home also good design,Positive
802,good product amazon worth buy need include kannada language along hindi english will become much popular,Positive
3704,good product appreciate thanksi really like,Positive
1343,good product bluetooth speaker but alexa assistant software need improve recognise correct translation if not say right translation say dont no but overall good product,Positive
447,good product but alexa must upgrade skills like voice lock continuous conversation cant continue covo alexa thats somewhat disappoint,Positive
2785,good product but bluetooth voice low,Positive
1363,good product but confuse sometimes grat sound quality better google home sound feature google home would great choice,Positive
943,good product but consider tamil songs time start song,Positive
1197,good product but dont like system charge keep charge every timeif remove charger alexa will get offthere no battery lifewhile travel cant carry us,Positive
485,good product but if amazon allow alexa search google also search could much better,Positive
3643,good product but ios device easy use android user complicate android userbest device google home mini,Positive
3940,good product but issue connect internet,Positive
934,good product but power adapter make thin wire,Positive
618,good product but sometimes not find exact net,Positive
694,good product but sometimes not listen voice volume little highleading irritation sometimes,Positive
1493,good product but time didnt respond get worth sound quality good but not loud not good base good small room but not big room hall,Positive
2376,good product but time doesnt respond us,Positive
590,good product but time say sorry didnt get annoy,Negative
3140,good product buy,Positive
501,good product buy eoss around make sure buy whenever product cheaper regular price wait amazon big sale period,Positive
1040,good product buy no problem,Positive
2854,good product change ordinary home smart home,Positive
1627,good product children enjoy lot dance sing play alexa also good old malayalam songs also,Positive
3329,good product children like product alexa become family member,Positive
1331,good product compact aesthetically sound feature echo model absolutely love kid,Positive
2002,good product doesnt recognise kid voice well,Positive
593,good product easy install get offer voice recognition excellent even alexa catch year old sons voice rhymesthanks amazon,Positive
824,good product easy pair devices sound quality not good expect,Positive
362,good product echo dot device alexa recognize voice quickly give reply connect devices also work well echo dot device sound put also loud clear,Positive
3559,good product ensure will work excellently,Positive
2196,good product entertain,Positive
1407,good product feature however need improve online search,Positive
2240,good product get job do,Positive
2354,good product good auromation music but lack interna battery,Positive
3684,good product good companion lockdown condition,Positive
3185,good product good price but software hang frequently take considerable time respond,Positive
1304,good product good sound integration etc,Positive
1534,good product great value price sound soft per expectations,Positive
1270,good product home use,Positive
2067,good product household use educational kid functional adults,Positive
3578,good product intelligent skills many morehighly recomended mejai hind,Positive
3793,good product keep entertain,Positive
1843,good product kid much happy enjoy songs learn also expect english knowledge will also improve,Positive
3187,good product less value,Positive
3553,good product like,Positive
1274,good product listen music stay update rejoice mood etchowever still feel build weak ai recognize already preloaded pattern,Positive
4052,good product much like daughter love,Positive
2775,good product must buy,Positive
